#Query ID	#Subject	#Subject accession	#Subject Taxonomy ID	#Identity percentage	#Coverage	#evalue	#bitscore	#Source	#Taxonomy
Otu1646	Discanomalina_coronata_18034	Discanomalina_coronata_18034	N/A	94.357	99	5.27e-143	495	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1647	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	97.419	96	1.32e-150	521	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1648	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	88.854	100	9.54e-121	421	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1649	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	97.833	100	7.82e-160	552	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1650	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	96.594	100	2.10e-154	534	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1651	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	87.307	100	1.09e-113	398	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1652	Entzia_macrescens_13533	Entzia_macrescens_13533	N/A	86.774	96	1.23e-106	374	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1653	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	81.481	99	4.34e-87	309	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1654	Cribrorotalia_sp._17611	Cribrorotalia_sp._17611	N/A	95.597	98	6.86e-148	511	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1656	Glabratella_sp._17918	Glabratella_sp._17918	N/A	90.093	100	3.56e-126	439	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1657	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	97.196	100	4.90e-156	539	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1658	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	83.495	95	2.40e-90	320	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1659	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	98.762	100	3.55e-164	565	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1660	Nummulites_venosus_Otu026	Nummulites_venosus_Otu026	N/A	79.257	100	2.11e-78	281	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1661	Oridorsalis_umbonatus_18653	Oridorsalis_umbonatus_18653	N/A	92.547	99	1.72e-136	473	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1662	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	95.806	96	4.33e-144	499	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1663	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp	N/A	97.214	100	4.05e-157	543	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1664	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	90.683	99	2.92e-127	443	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1666	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	98.452	100	1.51e-162	561	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1667	Oridorsalis_umbonatus_18653	Oridorsalis_umbonatus_18653	N/A	98.762	100	3.55e-164	565	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1668	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	93.168	100	3.32e-139	482	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1669	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	94.984	99	1.02e-145	504	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1670	Entzia_macrescens_13533	Entzia_macrescens_13533	N/A	84.194	96	8.95e-96	339	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1671	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	88.387	96	1.33e-112	395	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1672	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	92.570	100	6.00e-136	471	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1673	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	93.808	100	2.24e-141	489	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1675	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	98.762	100	3.55e-164	565	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1677	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	92.523	100	5.98e-136	471	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1678	Entzia_macrescens_13533	Entzia_macrescens_13533	N/A	84.466	96	7.34e-97	342	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1679	Peneroplis_sp1	Peneroplis_sp1	N/A	90.031	100	4.30e-125	435	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1680	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	87.138	96	1.51e-105	371	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1681	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	99.065	100	3.53e-164	566	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1682	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	97.742	96	3.11e-152	526	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1683	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	97.833	100	7.82e-160	552	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1684	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	79.430	98	2.57e-77	278	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1685	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	87.616	100	3.79e-113	396	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1686	Nummulites_venosus_Otu026	Nummulites_venosus_Otu026	N/A	76.636	99	1.85e-66	242	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1687	Neorotalia_gaimardi_&_Baculogypsina_sphaerulata	Neorotalia_gaimardi_&_Baculogypsina_sphaerulata	N/A	77.259	99	3.57e-69	251	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1688	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	93.478	100	3.31e-139	483	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1689	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	77.778	99	8.39e-71	255	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1690	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	94.720	99	1.02e-145	505	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1691	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	89.783	100	1.51e-124	434	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1692	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	95.950	100	1.32e-150	521	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1693	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	82.353	100	5.65e-92	326	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1694	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp	N/A	98.142	100	1.84e-161	556	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1695	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	84.211	100	4.06e-100	353	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1696	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	96.904	100	4.93e-156	538	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1697	Entzia_macrescens_13533	Entzia_macrescens_13533	N/A	89.644	96	1.42e-118	414	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1698	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	92.236	99	8.93e-134	465	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1699	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	93.189	100	1.16e-138	480	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1700	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	78.571	99	3.81e-75	270	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1701	Discanomalina_coronata_18034	Discanomalina_coronata_18034	N/A	98.452	100	1.51e-162	561	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1702	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	97.394	95	5.61e-149	515	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1703	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	83.540	99	7.34e-97	343	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1705	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	99.381	100	6.85e-167	574	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1706	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	87.227	99	1.33e-112	395	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1707	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	98.452	100	5.27e-162	558	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1708	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	85.802	100	1.51e-105	370	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1711	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	97.508	100	1.15e-157	544	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1712	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	92.570	100	4.94e-137	475	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1713	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	94.737	100	2.92e-146	507	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1714	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	98.142	100	1.84e-161	556	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1715	Rosalina_sp._17595	Rosalina_sp._17595	N/A	97.833	100	7.82e-160	552	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1717	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	92.547	99	2.10e-135	470	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1718	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	92.835	99	4.92e-137	476	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1719	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	91.304	99	5.64e-130	452	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1720	Peneroplis_sp1	Peneroplis_sp1	N/A	94.099	100	7.77e-141	489	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1722	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	80.745	99	1.39e-80	288	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1723	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	98.142	100	1.84e-161	556	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1724	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	91.331	100	1.33e-131	457	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1725	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	89.846	100	6.43e-123	429	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1726	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	91.720	97	1.97e-129	450	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1728	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	97.819	100	9.46e-159	548	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1729	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	97.214	100	4.05e-157	543	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1730	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	79.114	98	4.62e-74	266	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1731	Parasorites_sp.	Parasorites_sp	N/A	99.688	100	6.81e-167	575	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1732	Nummulites_venosus_Otu026	Nummulites_venosus_Otu026	N/A	82.663	100	1.33e-93	331	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1736	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	92.857	99	1.72e-136	474	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1738	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	94.099	100	5.26e-143	496	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1739	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	78.528	100	3.54e-69	250	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1740	Textularia_gramen_13633	Textularia_gramen_13633	N/A	95.484	96	1.51e-143	497	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1741	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	82.972	100	4.59e-93	329	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1742	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	92.547	99	1.72e-136	473	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1743	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	95.031	100	2.39e-147	509	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1744	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	93.458	99	1.15e-138	481	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1745	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	87.926	100	2.10e-116	407	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1746	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	92.236	99	1.08e-132	462	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1747	Peneroplis_sp1	Peneroplis_sp1	N/A	85.670	100	4.31e-106	372	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1748	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	91.615	99	4.63e-131	456	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1749	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	91.720	97	2.39e-128	446	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1751	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	93.189	100	1.16e-138	480	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1752	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	92.570	100	4.94e-137	475	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1753	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	92.879	100	6.00e-136	472	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1754	Nummulites_venosus_Otu026	Nummulites_venosus_Otu026	N/A	91.022	100	5.64e-130	453	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1756	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	93.189	100	1.16e-138	480	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1757	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	93.519	100	4.05e-138	480	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1758	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	99.675	96	7.77e-160	552	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1759	Rosalina_sp._17595	Rosalina_sp._17595	N/A	91.950	100	2.56e-134	466	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1760	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	77.301	99	4.02e-62	226	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1761	Murrayinella_globosa_18043	Murrayinella_globosa_18043	N/A	93.189	100	9.53e-140	484	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1762	Oridorsalis_umbonatus_18653	Oridorsalis_umbonatus_18653	N/A	96.273	99	8.92e-153	527	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1763	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	94.118	100	1.51e-143	498	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1764	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	95.342	99	1.97e-148	514	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1765	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	93.204	96	1.09e-132	461	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1766	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	93.168	99	4.05e-138	479	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1767	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	92.857	100	4.87e-137	476	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1768	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	92.857	100	1.41e-137	478	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1769	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	93.827	100	9.53e-140	484	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1771	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	94.410	99	1.24e-144	500	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1772	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	77.538	100	7.83e-65	236	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1773	Rosalina_sp._17595	Rosalina_sp._17595	N/A	93.651	98	4.05e-138	479	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1774	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	97.833	100	7.82e-160	552	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1775	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	80.000	99	6.03e-79	282	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1776	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	80.564	98	6.01e-79	282	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1779	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	78.462	100	3.55e-69	250	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1781	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	83.784	100	1.09e-94	335	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1782	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	97.523	100	9.53e-159	547	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1783	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	75.851	100	9.57e-64	232	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1784	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	90.994	99	1.97e-129	451	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1786	Glabratella_sp._17918	Glabratella_sp._17918	N/A	89.474	100	1.84e-123	430	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1789	Glabratella_sp._17918	Glabratella_sp._17918	N/A	89.164	100	7.83e-122	425	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1790	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	91.304	100	1.59e-130	453	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1792	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	75.309	100	2.11e-59	217	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1793	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	92.857	99	1.72e-136	474	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1795	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	93.528	96	8.93e-134	465	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1796	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	91.304	99	5.64e-130	452	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1797	Oridorsalis_umbonatus_18653	Oridorsalis_umbonatus_18653	N/A	93.354	98	4.94e-137	476	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1798	Discanomalina_coronata_18034	Discanomalina_coronata_18034	N/A	97.833	100	7.82e-160	552	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1800	Glabratella_sp._17918	Glabratella_sp._17918	N/A	98.452	100	1.51e-162	561	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
